Brand,Model,CPU,GPU,RAM_GB,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Brand_Discount,Member_Discount
Acer,Swift 3,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,512,True,1.82,15.6,80,174.8
Acer,Predator Helios 300,Intel i5-14500H,Intel Iris Xe,16,256,True,2.27,15.6,80,98.62
Acer,Swift 3,Intel i7-14700H,NVIDIA RTX 4070,32,2048,True,2.3,15.6,80,206.56
Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,16,256,False,1.08,13.3,120,109.42
Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4060,8,512,True,1.08,13.3,100,117.76
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,4096,False,2.02,16.0,100,129.46
Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,64,1024,False,1.23,13.3,110,171.72
Microsoft,Surface Go 3,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,2048,True,1.18,14.0,100,112.37
Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,1024,False,2.38,15.6,110,98.92
Acer,Swift 3,Intel i5-14500H,NVIDIA RTX 4050,64,4096,False,1.4,13.3,80,125.58
Lenovo,ThinkBook 14s,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,1024,True,2.8,17.3,110,188.9
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4070,128,4096,True,2.53,18.4,80,235.42
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,128,512,False,3.23,18.4,120,172.26
HP,Envy 13,Intel i9-14900HK,NVIDIA RTX 4070,128,2048,False,2.05,15.6,90,272.92
Asus,TUF Gaming F15,Intel i5-14500H,Intel Iris Xe,32,4096,True,3.23,17.3,100,150.89
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,64,1024,True,3.18,17.3,100,117.72
Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4080,32,512,True,1.86,15.6,110,159.86
HP,Omen 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,8,256,False,3.36,18.4,90,157.98
HP,Spectre x360,Intel i7-14800H,NVIDIA RTX 4080,16,256,False,3.08,17.3,90,204.65
Lenovo,Legion 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,2048,True,1.3,14.0,110,203.33
Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4060,16,1024,True,1.12,13.3,100,172.93
Asus,TUF Gaming F15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,512,False,3.24,17.3,100,135.32
HP,Envy 13,Intel i5-14600H,Intel Iris Xe,64,256,True,1.08,13.3,90,145.43
Asus,ExpertBook B9,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,4096,False,1.16,13.3,100,140.5
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,512,False,2.75,17.3,120,138.86
Acer,TravelMate P6,AMD Ryzen 7 8800H,AMD Radeon 780M,128,1024,False,3.05,18.4,80,206.25
Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,4096,True,2.57,17.3,110,281.65
HP,EliteBook 840,Intel Core Ultra 7 15500H,Intel Arc A750M,128,2048,True,1.19,14.0,90,133.44
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,128,1024,False,2.75,18.4,100,293.75
HP,EliteBook 840,Intel i5-14600H,Intel Iris Xe,32,4096,True,1.58,15.6,90,150.89
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4070,64,256,True,2.47,16.0,100,232.93
Dell,Inspiron 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,1024,True,1.48,13.3,120,264.21
Acer,Predator Helios 300,Intel i9-14900HK,NVIDIA RTX 4070,32,1024,False,1.19,14.0,80,215.49
Acer,Predator Helios 300,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,512,False,1.3,13.3,80,161.22
Lenovo,ThinkBook 14s,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,1024,True,1.34,13.3,110,257.18
Microsoft,Surface Laptop 5,Intel i5-14500H,NVIDIA RTX 3050,32,2048,False,2.41,15.6,100,128.16
Lenovo,Legion 5,Intel Core Ultra 9 15700H,Intel Arc A750M,32,2048,False,1.4,13.3,110,102.05
Lenovo,ThinkBook 14s,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,512,False,2.25,16.0,110,142.63
Asus,ZenBook 14,Intel Core Ultra 7 15500H,Intel Arc A750M,8,1024,True,2.89,18.4,100,77.82
Dell,XPS 13,Intel i7-14700H,NVIDIA RTX 4060,128,2048,True,2.65,18.4,120,170.94
Asus,VivoBook S15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,512,False,2.31,16.0,100,220.16
Asus,ZenBook 14,Intel i9-14900HK,NVIDIA RTX 4070,64,4096,False,2.02,15.6,100,251.41
Acer,Nitro 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,256,False,1.93,16.0,80,180.38
Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4070,32,1024,True,2.46,15.6,100,199.39
HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4070,16,4096,False,3.09,18.4,90,224.53
Acer,Aspire 5,Intel Core Ultra 7 15500H,Intel Arc A750M,8,256,False,2.29,16.0,80,81.58
Microsoft,Surface Laptop Studio,Intel i5-14600H,Intel Iris Xe,8,1024,False,2.0,16.0,100,76.82
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,16,4096,False,1.01,13.3,100,182.88
HP,Spectre x360,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,2048,True,2.87,17.3,90,205.13
Asus,ExpertBook B9,Intel i7-14800H,NVIDIA RTX 4060,64,256,False,2.06,15.6,100,156.46
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,64,1024,True,1.68,15.6,100,168.26
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,16,1024,True,2.05,15.6,120,136.02
Acer,Swift 3,Intel i5-14600H,NVIDIA RTX 4050,32,256,False,1.58,15.6,80,133.11
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4070,64,512,True,3.23,18.4,100,152.66
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,512,False,1.47,14.0,100,107.66
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,64,2048,False,3.25,17.3,120,216.08
Asus,ZenBook 14,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,1024,False,3.08,18.4,100,134.22
Dell,Latitude 7420,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,512,True,1.03,13.3,120,118.15
Microsoft,Surface Pro 8,Intel i7-14800H,NVIDIA RTX 4080,64,1024,False,1.41,13.3,100,234.81
Lenovo,Legion 5,Intel i5-14500H,NVIDIA RTX 4050,8,4096,False,2.64,17.3,110,104.68
Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4070,8,1024,False,1.73,16.0,100,177.55
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,8,4096,False,2.43,16.0,100,177.18
Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,64,2048,True,2.15,16.0,100,177.41
Acer,TravelMate P6,Intel i7-14700H,NVIDIA RTX 4060,32,512,True,2.32,15.6,80,124.86
HP,Omen 15,Intel i5-14600H,NVIDIA RTX 4050,8,256,True,2.24,15.6,90,91.48
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,1024,True,1.34,13.3,120,279.05
Lenovo,ThinkBook 14s,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,512,True,1.02,14.0,110,234.91
Lenovo,Yoga Slim 7,Intel i5-14500H,Intel Iris Xe,64,256,True,3.0,18.4,110,101.38
Lenovo,ThinkBook 14s,Intel i5-14500H,NVIDIA RTX 3050,8,2048,True,1.3,13.3,110,86.44
Microsoft,Surface Book 3,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,4096,True,2.08,15.6,100,159.43
Asus,ROG Zephyrus G15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,4096,False,2.12,16.0,100,112.18
HP,Omen 15,Intel i5-14500H,NVIDIA RTX 4050,128,256,False,1.05,13.3,90,163.18
Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,128,256,True,3.29,17.3,100,230.38
Lenovo,Yoga Slim 7,Intel i5-14600H,NVIDIA RTX 4050,16,4096,True,1.13,14.0,110,116.38
Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 4050,32,512,False,1.58,16.0,110,134.9
Microsoft,Surface Laptop Studio,AMD Ryzen 7 8800H,AMD Radeon 780M,128,256,False,3.18,18.4,100,143.48
HP,Spectre x360,Intel i5-14500H,NVIDIA RTX 3050,64,2048,False,3.35,18.4,90,146.08
Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4060,16,512,True,1.83,15.6,100,165.84
Lenovo,IdeaPad 5,Intel i7-14800H,NVIDIA RTX 4070,128,256,False,1.33,13.3,110,237.27
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,3.09,17.3,120,176.98
Microsoft,Surface Book 3,Intel Core Ultra 9 15700H,Intel Arc A750M,32,2048,False,1.32,13.3,100,102.05
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4070,16,1024,False,1.44,13.3,120,200.93
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,32,1024,False,1.02,13.3,100,208.7
Lenovo,ThinkPad X1 Carbon,Intel i9-14900HK,NVIDIA RTX 4070,128,512,True,2.33,15.6,110,270.56
Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,2048,True,3.11,18.4,120,132.54
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 4050,8,512,True,2.64,18.4,120,129.86
Acer,Predator Helios 300,Intel i5-14500H,Intel Iris Xe,128,256,True,2.45,16.0,80,152.38
Lenovo,IdeaPad 5,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,1024,True,3.13,18.4,110,170.9
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,16,256,False,1.04,14.0,100,78.68
Microsoft,Surface Laptop Studio,Intel i5-14600H,Intel Iris Xe,64,512,False,1.19,13.3,100,138.82
HP,EliteBook 840,Intel i5-14500H,NVIDIA RTX 4050,8,2048,True,1.54,15.6,90,140.62
Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,Intel Arc A750M,64,4096,False,1.9,16.0,110,131.5
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4070,64,4096,False,1.73,16.0,120,230.41
Microsoft,Surface Go 3,Intel i7-14800H,NVIDIA RTX 4060,8,1024,False,2.2,15.6,100,156.55
Microsoft,Surface Laptop Studio,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,4096,True,1.37,13.3,100,134.88
Asus,VivoBook S15,Intel i5-14500H,Intel Iris Xe,16,256,False,1.63,16.0,100,91.42
Lenovo,IdeaPad 5,AMD Ryzen 7 8800H,AMD Radeon 780M,8,2048,False,1.44,14.0,110,123.53
Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4070,32,512,False,2.1,16.0,110,178.63
Asus,VivoBook S15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,True,1.23,14.0,100,237.98
HP,Omen 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,256,True,2.19,16.0,90,148.3
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,256,True,1.33,14.0,120,125.48
Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4060,128,1024,True,1.84,15.6,100,232.15
Lenovo,ThinkBook 14s,Intel Core Ultra 7 15500H,Intel Arc A750M,32,4096,True,2.46,15.6,110,102.78
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,16,1024,False,2.89,17.3,120,80.02
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,2048,False,2.78,17.3,100,185.21
Lenovo,Legion 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,256,False,1.28,13.3,110,139.42
HP,Omen 15,Intel Core Ultra 9 15700H,Intel Arc A750M,16,512,True,2.83,18.4,90,78.46
HP,Envy 13,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,False,1.01,14.0,90,192.32
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,256,True,3.42,18.4,100,159.43
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,512,True,1.03,14.0,120,93.31
Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 4050,64,512,True,1.11,14.0,120,117.66
Asus,ZenBook 14,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,512,False,1.21,14.0,100,169.9
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,32,256,True,1.01,13.3,100,211.3
Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,AMD Radeon 680M,64,4096,False,2.03,16.0,110,114.58
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,8,256,False,3.13,18.4,120,87.58
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4070,128,4096,True,1.78,15.6,100,253.42
Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,1024,True,2.22,16.0,120,140.22
HP,Envy 13,Intel i5-14500H,Intel Iris Xe,16,256,False,2.44,16.0,90,106.65
Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,1024,True,1.24,14.0,100,172.72
Microsoft,Surface Book 3,Intel i5-14600H,NVIDIA RTX 3050,64,256,False,1.61,15.6,100,114.46
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,AMD Radeon 780M,128,2048,True,1.06,14.0,100,193.13
HP,Pavilion 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,512,True,1.22,13.3,90,220.3
Microsoft,Surface Go 3,Intel i5-14500H,Intel Iris Xe,32,256,True,2.39,16.0,100,124.01
Lenovo,ThinkBook 14s,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,256,True,2.01,16.0,110,166.3
HP,EliteBook 840,Intel i9-14900HK,NVIDIA RTX 4080,16,512,True,3.1,18.4,90,202.15
Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,512,True,2.14,16.0,100,122.83
HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,256,False,1.17,13.3,90,136.61
Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,2048,False,1.34,14.0,100,163.44
HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,2048,False,2.22,16.0,90,128.16
Lenovo,IdeaPad 5,AMD Ryzen 7 8800H,NVIDIA RTX 4070,8,1024,True,1.06,13.3,110,189.45
Acer,Predator Helios 300,Intel i9-14900HK,NVIDIA RTX 4070,8,2048,True,3.13,18.4,80,152.94
Asus,ROG Zephyrus G15,Intel i9-14900HK,NVIDIA RTX 4080,32,1024,True,1.99,15.6,100,248.39
Lenovo,Legion 5,Intel i7-14700H,NVIDIA RTX 4070,128,512,True,1.1,14.0,110,216.91
Acer,Swift 3,Intel i5-14600H,NVIDIA RTX 3050,32,2048,False,1.34,14.0,80,90.04
HP,Pavilion 15,Intel i5-14600H,NVIDIA RTX 4050,64,256,False,2.61,17.3,90,129.46
Acer,Aspire 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,2048,True,1.48,13.3,80,145.73
HP,EliteBook 840,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,4096,True,1.9,15.6,90,146.18
Acer,Predator Helios 300,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,2048,False,1.47,13.3,80,112.62
Lenovo,ThinkBook 14s,Intel Core Ultra 7 15500H,Intel Arc A750M,16,512,False,3.35,18.4,110,101.44
Microsoft,Surface Laptop 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,256,True,1.49,14.0,100,210.48
Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,AMD Radeon 680M,32,2048,False,1.28,14.0,100,94.04
Microsoft,Surface Go 3,AMD Ryzen 5 8600H,AMD Radeon 680M,64,2048,True,1.56,15.6,100,110.34
Microsoft,Surface Pro 8,Intel i7-14700H,NVIDIA RTX 4070,128,256,True,1.26,13.3,100,179.48
Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4070,32,256,True,1.4,13.3,110,212.91
Acer,Swift 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,2048,False,2.84,18.4,80,170.14
HP,Omen 15,Intel i7-14800H,NVIDIA RTX 4070,64,256,False,2.13,16.0,90,145.38
Asus,TUF Gaming F15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,512,True,1.05,13.3,100,145.15
Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 4050,64,1024,True,1.95,16.0,110,141.26
HP,Envy 13,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,512,False,2.16,15.6,90,134.9
Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4080,16,1024,False,1.44,14.0,110,163.52
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,32,4096,True,1.05,13.3,120,224.39
HP,Spectre x360,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,2048,False,3.06,17.3,90,167.21
Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,256,True,1.44,14.0,100,142.48
Asus,ExpertBook B9,Intel i7-14800H,NVIDIA RTX 4070,16,4096,True,1.76,15.6,100,151.38
Dell,Inspiron 15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,256,True,1.91,16.0,120,98.62
Lenovo,Legion 5,Intel Core Ultra 7 15500H,Intel Arc A750M,32,1024,False,3.03,17.3,110,113.99
Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,256,True,1.2,14.0,120,184.48
Lenovo,IdeaPad 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,2048,True,1.63,16.0,110,172.12
Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,256,False,1.96,15.6,100,260.37
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,1024,True,2.79,18.4,100,147.45
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4070,8,1024,True,1.31,14.0,80,183.85
Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4070,32,256,True,2.18,15.6,110,153.58
HP,Envy 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,1024,False,1.77,16.0,90,166.91
Microsoft,Surface Book 3,Intel i9-14900HK,NVIDIA RTX 4080,16,256,False,3.32,17.3,100,161.18
HP,Omen 15,Intel i9-14900HK,NVIDIA RTX 4080,128,256,False,1.78,16.0,90,288.37
Lenovo,Legion 5,Intel i7-14700H,NVIDIA RTX 4070,128,512,True,1.27,13.3,110,216.91
HP,Spectre x360,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,4096,False,3.15,17.3,90,183.22
Lenovo,IdeaPad 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,512,False,1.48,14.0,110,117.36
Lenovo,Yoga Slim 7,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,512,False,1.9,16.0,110,89.11
Acer,Aspire 5,Intel Core Ultra 7 15500H,Intel Arc A750M,128,256,False,1.35,14.0,80,114.48
Lenovo,Legion 5,Intel Core Ultra 9 15700H,Intel Arc A750M,64,4096,False,2.58,17.3,110,153.41
Lenovo,IdeaPad 5,Intel i7-14700H,NVIDIA RTX 4060,32,4096,False,2.95,18.4,110,191.49
HP,Spectre x360,Intel i5-14600H,Intel Iris Xe,8,256,False,1.05,14.0,90,105.67
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4070,128,512,False,1.01,14.0,120,174.76
Dell,Alienware M15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,4096,True,2.59,18.4,120,141.82
Acer,Nitro 5,Intel i9-14900HK,NVIDIA RTX 4080,32,512,False,2.79,18.4,80,202.63
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4070,32,2048,True,1.96,16.0,80,177.05
Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 3050,16,256,True,1.92,16.0,110,82.18
Microsoft,Surface Laptop Studio,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,512,True,1.88,15.6,100,235.84
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,1024,True,1.43,13.3,100,113.85
Acer,Aspire 5,AMD Ryzen 5 8600H,AMD Radeon 680M,32,512,True,3.27,17.3,80,89.86
Acer,Nitro 5,Intel i5-14500H,NVIDIA RTX 3050,64,4096,False,1.94,15.6,80,160.41
Microsoft,Surface Laptop Studio,Intel Core Ultra 9 15700H,Intel Arc A750M,64,2048,False,1.35,14.0,100,117.41
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,16,4096,False,3.05,18.4,100,141.46
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 4050,8,1024,True,2.53,17.3,120,114.38
Lenovo,Legion 5,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,512,False,1.04,14.0,110,121.36
Dell,XPS 13,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,4096,True,1.09,14.0,120,208.08
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,3.19,18.4,100,85.48
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,64,2048,False,2.37,16.0,120,216.08
Lenovo,ThinkPad X1 Carbon,AMD Ryzen 7 8800H,NVIDIA RTX 4070,8,1024,True,2.7,17.3,110,132.82
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,8,256,True,3.26,17.3,120,110.57
HP,Envy 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,4096,True,3.36,18.4,90,190.93
Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,1024,True,1.32,14.0,120,101.32
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4070,8,512,False,1.18,13.3,80,152.11
Acer,Nitro 5,Intel i5-14600H,NVIDIA RTX 4050,128,1024,True,1.3,13.3,80,170.18
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,16,512,True,3.25,18.4,120,118.46
HP,Omen 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,1024,True,3.11,17.3,90,117.72
Acer,Nitro 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,512,True,3.0,17.3,80,167.66
Microsoft,Surface Pro 8,Intel Core Ultra 7 15500H,Intel Arc A750M,16,4096,False,1.73,15.6,100,90.38
HP,EliteBook 840,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,True,2.04,15.6,90,274.15
Microsoft,Surface Laptop Studio,Intel i5-14500H,Intel Iris Xe,16,2048,False,3.04,17.3,100,119.2
Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,256,False,1.14,14.0,100,118.42
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4060,16,1024,True,1.1,14.0,80,123.52
Lenovo,Legion 5,Intel i9-14900HK,NVIDIA RTX 4080,128,512,True,3.26,18.4,110,298.56
Acer,Predator Helios 300,Intel i5-14500H,NVIDIA RTX 3050,128,1024,False,1.39,14.0,80,172.65
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4060,32,1024,True,2.91,18.4,80,178.39
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4070,8,4096,True,1.18,13.3,80,210.95
Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,1024,True,1.33,13.3,120,215.18
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,64,2048,True,1.59,16.0,120,192.41
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,1024,True,1.19,13.3,100,242.93
Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,4096,False,3.33,18.4,110,196.25
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4060,16,512,False,2.32,15.6,100,134.95
Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 7 15500H,Intel Arc A750M,8,1024,False,1.47,14.0,110,84.38
Acer,Nitro 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,1024,True,1.18,14.0,80,209.89
Microsoft,Surface Go 3,Intel i7-14800H,NVIDIA RTX 4060,32,256,True,1.06,13.3,100,126.08
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,64,256,False,2.03,16.0,100,129.46
Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,3.35,17.3,110,247.77
Lenovo,ThinkPad X1 Carbon,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,512,False,1.46,14.0,110,167.8
Lenovo,Legion 5,Intel i9-14900HK,NVIDIA RTX 4070,32,1024,False,1.39,13.3,110,209.89
Asus,VivoBook S15,Intel i5-14600H,NVIDIA RTX 3050,8,256,False,3.37,17.3,100,72.98
Lenovo,ThinkBook 14s,Intel i5-14600H,NVIDIA RTX 4050,32,512,False,1.13,14.0,110,138.4
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,8,1024,False,1.82,16.0,100,194.18
Lenovo,ThinkBook 14s,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,1024,True,2.56,17.3,110,200.65
Dell,XPS 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,8,4096,False,2.95,17.3,120,104.68
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,16,512,False,2.91,18.4,120,157.44
Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,8,256,True,2.46,15.6,100,201.57
Lenovo,ThinkPad X1 Carbon,Intel i9-14900HK,NVIDIA RTX 4070,64,512,True,1.27,13.3,110,204.19
Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,2048,False,2.1,16.0,100,167.21
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,4096,True,1.18,13.3,100,213.7
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,4096,False,3.32,17.3,100,186.03
Acer,TravelMate P6,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,1024,False,2.19,16.0,80,161.06
HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,64,1024,False,2.19,15.6,90,94.22
Lenovo,IdeaPad 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,1024,True,3.37,17.3,110,235.65
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,4096,True,1.4,14.0,120,169.08
Lenovo,Legion 5,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,4096,True,1.86,15.6,110,136.66
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,1.23,13.3,120,105.58
